ID_PATROCINIO;IN_ATIVO;ID_PLANO;DT_INICIO_PATROCINIO;DT_FIM_PATROCINIO;DT_BASE_RETIRADA;DT_APROVACAO_CONV_ADESAO;DT_INI_VIGENCIA_CONV_ADESAO;DT_FIM_VIGENCIA_CONV_ADESAO;IN_PJ_NACIONAL;NU_CNPJ;NM_RAZAO_SOCIAL;NU_CNPB
30969;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;008.768.4140.001-77;;2019001829
30970;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;012.227.4260.001-61;;2019001829
30971;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;002.397.0800.001-96;ITAPEBI GERACAO ENERGIA SA;2019001829
30972;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;004.023.2610.001-88;;2019001829
30973;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;008.773.1380.001-35;;2019001829
30974;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;005.194.1370.006-52;;2019001829
30975;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;001.083.2000.001-18;NEOENERGIA SA;2019001829
30976;Sim;6385;2019-08-30 00:00:00.0000000;;;2019-08-30 00:00:00.0000000;2020-03-10 00:00:00.0000000;;Sim;003.795.0500.001-09;TERMOPERNAMBUCO SA;2019001829
31924;Sim;858;2020-01-15 00:00:00.0000000;;;2020-01-15 00:00:00.0000000;2020-01-15 00:00:00.0000000;;Sim;055.377.6420.001-04;CAMPO LARGO COMERCIO DE VEICULOS E PECAS LTDA;2002001847
31925;Sim;1025;2020-01-16 00:00:00.0000000;;;2020-01-16 00:00:00.0000000;2020-01-16 00:00:00.0000000;;Sim;012.272.0840.001-00;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;2005005029
31926;Sim;1025;2020-01-16 00:00:00.0000000;;;2020-01-16 00:00:00.0000000;2020-01-16 00:00:00.0000000;;Sim;006.840.7480.001-89;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A;2005005029
31936;Sim;1449;2020-03-05 00:00:00.0000000;;;2020-03-05 00:00:00.0000000;2020-03-05 00:00:00.0000000;;Sim;034.776.0070.001-11;SIEMENS INFRAESTRUTURA E INDUSTRIA LTDA.;2008003711
31937;Sim;476;2020-03-05 00:00:00.0000000;;;2020-03-05 00:00:00.0000000;2020-03-05 00:00:00.0000000;;Sim;034.776.0070.001-11;SIEMENS INFRAESTRUTURA E INDUSTRIA LTDA.;1989000347
32009;Sim;5705;2020-02-14 00:00:00.0000000;;;2020-02-14 00:00:00.0000000;2020-02-14 00:00:00.0000000;;Sim;007.052.7860.001-30;SERVICO NACIONAL DE APRENDIZAGEM DO COOPERATIVISMO NO ESTADO DO CEARA;2018000519
32025;Sim;2764;2020-03-20 00:00:00.0000000;;;2020-03-20 00:00:00.0000000;2020-03-20 00:00:00.0000000;;Sim;091.018.2000.001-27;ASSOCIACAO DOS JORNAIS DO INTERIOR DO RIO GRANDE DO SUL;2010004256
32824;Sim;6925;2020-08-06 00:00:00.0000000;;;2020-08-06 00:00:00.0000000;2020-08-31 00:00:00.0000000;;Sim;033.592.5100.001-54;VALE S.A.;2020001438
33426;Sim;277;2020-11-06 00:00:00.0000000;;;2001-10-01 00:00:00.0000000;2001-10-01 00:00:00.0000000;;Sim;004.973.7900.001-42;CPFL COMERCIALIZACAO BRASIL S.A.;1982002311
33425;Sim;277;2020-11-06 00:00:00.0000000;;;2001-10-01 00:00:00.0000000;2001-10-01 00:00:00.0000000;;Sim;033.050.1960.001-88;COMPANHIA PAULISTA DE FORCA E LUZ;1982002311
33427;Sim;277;2020-11-06 00:00:00.0000000;;;2001-10-01 00:00:00.0000000;2001-10-01 00:00:00.0000000;;Sim;002.429.1440.001-93;CPFL ENERGIA S.A.;1982002311
33428;Sim;277;2020-11-06 00:00:00.0000000;;;2001-10-01 00:00:00.0000000;2001-10-01 00:00:00.0000000;;Sim;003.953.5090.001-47;CPFL GERACAO DE ENERGIA S/A;1982002311
33429;Sim;272;2020-11-06 00:00:00.0000000;;;2008-10-16 00:00:00.0000000;2008-10-16 00:00:00.0000000;;Sim;004.172.2130.001-51;COMPANHIA PIRATININGA DE FORCA E LUZ;1979003238
23240;Sim;4964;2016-04-05 00:00:00.0000000;;;2016-04-05 00:00:00.0000000;2016-04-05 00:00:00.0000000;;Sim;015.373.3950.001-45;AXALTA COATING SYSTEMS BRASIL LTDA.;2016000147
23380;Sim;5024;2016-05-16 00:00:00.0000000;;;2016-05-16 00:00:00.0000000;2017-05-08 00:00:00.0000000;;Sim;042.318.9490.001-84;COBRA COMPUTADORES SISTEMA BRAS SA;2016000538
24279;Sim;5304;2016-12-22 00:00:00.0000000;;;2016-12-22 00:00:00.0000000;2017-05-05 00:00:00.0000000;;Sim;037.138.2450.001-90;;2016002174
25437;Sim;337;2017-08-18 00:00:00.0000000;;;1989-06-01 00:00:00.0000000;1989-06-01 00:00:00.0000000;;Sim;005.508.5560.001-07;;1989001238
23575;Sim;5105;2016-08-12 00:00:00.0000000;;;2016-08-12 00:00:00.0000000;2016-11-14 00:00:00.0000000;;Sim;000.637.2770.001-20;ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.;2016001119
23576;Sim;5104;2016-08-12 00:00:00.0000000;;;2016-08-12 00:00:00.0000000;2016-11-10 00:00:00.0000000;;Sim;073.042.9620.001-87;;2016001038
23578;Sim;5044;2016-06-16 00:00:00.0000000;;;2016-06-16 00:00:00.0000000;2016-08-01 00:00:00.0000000;;Sim;087.752.2000.001-89;FUNDACAO ASSISTENCIAL E PREVIDENCIARIA DA EXTEN RURAL NO RS;2016000619
25760;Sim;1469;2017-09-22 00:00:00.0000000;;;2017-09-22 00:00:00.0000000;2017-09-22 00:00:00.0000000;;Sim;001.264.2660.001-04;CONSELHO REGIONAL DE ADMINISTRACAO DO DF;2008003892
24280;Sim;5304;2016-12-22 00:00:00.0000000;;;2016-12-22 00:00:00.0000000;2017-05-05 00:00:00.0000000;;Sim;033.582.7500.001-78;;2016002174
23796;Sim;4024;2016-08-15 00:00:00.0000000;;;2016-08-15 00:00:00.0000000;2016-08-15 00:00:00.0000000;;Sim;000.375.1140.001-16;;2013000383
23818;Sim;5064;2016-08-01 00:00:00.0000000;;;2016-08-01 00:00:00.0000000;2016-08-01 00:00:00.0000000;;Sim;020.920.2590.001-68;BLUE CUBE BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA;2016000783
24285;Sim;5264;2016-11-22 00:00:00.0000000;;;2016-11-22 00:00:00.0000000;2016-11-28 00:00:00.0000000;;Sim;003.055.2690.001-63;COOPERATIVA DE CREDITO DOS MEDICOS E DEMAIS PROF DA SAUDE,PEQ EMPR,MICROEMP,E MICROEMPREED DAS MICRO;2016001992
24288;Sim;5264;2016-11-22 00:00:00.0000000;;;2016-11-22 00:00:00.0000000;2016-11-28 00:00:00.0000000;;Sim;000.259.2310.001-14;COOP. DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA SAUDE DAS REGIOES METROPOLITANAS DA BAIXADA S;2016001992
24292;Sim;5264;2016-11-22 00:00:00.0000000;;;2016-11-22 00:00:00.0000000;2016-11-28 00:00:00.0000000;;Sim;002.197.5690.001-14;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DO PARAI;2016001992
25188;Sim;2785;2017-06-06 00:00:00.0000000;;;2017-06-06 00:00:00.0000000;2017-06-06 00:00:00.0000000;;Sim;017.298.0920.001-30;BANCO ITAU BBA S.A.;2010004418
25381;Sim;501;2017-08-04 00:00:00.0000000;;;2017-08-04 00:00:00.0000000;2017-08-04 00:00:00.0000000;;Sim;025.135.5070.001-83;;2000008283
25388;Sim;840;2017-04-11 00:00:00.0000000;;;2017-04-11 00:00:00.0000000;2017-04-11 00:00:00.0000000;;Sim;061.520.6070.001-97;SANTISTA WORK SOLUTION S.A.;1999005074
24351;Sim;5325;2016-12-29 00:00:00.0000000;;;2016-12-29 00:00:00.0000000;2017-01-01 00:00:00.0000000;;Sim;004.591.1680.001-70;;2016002311
25504;Sim;486;2017-08-30 00:00:00.0000000;;;2017-08-30 00:00:00.0000000;2017-08-30 00:00:00.0000000;;Sim;007.794.3840.001-00;;1980000565
25827;Sim;3184;2017-10-26 00:00:00.0000000;;;2017-10-26 00:00:00.0000000;2017-10-26 00:00:00.0000000;;Sim;026.563.6520.001-28;;2011000629
25828;Sim;3184;2017-10-26 00:00:00.0000000;;;2017-10-26 00:00:00.0000000;2017-10-26 00:00:00.0000000;;Sim;026.994.3020.001-16;;2011000629
25829;Sim;3184;2017-10-26 00:00:00.0000000;;;2017-10-26 00:00:00.0000000;2017-10-26 00:00:00.0000000;;Sim;027.072.8460.001-93;;2011000629
27396;Sim;5645;2018-02-19 00:00:00.0000000;;;2018-02-19 00:00:00.0000000;2018-02-19 00:00:00.0000000;;Sim;034.053.9420.001-50;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;2018000292
26983;Sim;608;2018-06-12 00:00:00.0000000;;;2018-06-12 00:00:00.0000000;2018-06-12 00:00:00.0000000;;Sim;028.053.6190.001-83;CHOCOLATES GAROTO SA;1999000447
27397;Sim;104;2018-07-05 00:00:00.0000000;;;2018-07-05 00:00:00.0000000;2018-07-05 00:00:00.0000000;;Sim;003.636.6930.001-00;ANFIP ASSOCIACAO NACIONAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL;1990001165
27825;Sim;5866;2018-08-24 00:00:00.0000000;;;2018-08-24 00:00:00.0000000;2018-12-28 00:00:00.0000000;;Sim;002.302.1010.001-42;EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA;2018001418
27884;Sim;362;2018-07-12 00:00:00.0000000;;;2018-07-12 00:00:00.0000000;2018-07-12 00:00:00.0000000;;Sim;000.637.2770.001-20;ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.;2000004156
27944;Sim;629;2018-08-24 00:00:00.0000000;;;2018-08-24 00:00:00.0000000;2018-08-24 00:00:00.0000000;;Sim;003.667.8840.001-20;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;1994000538
27127;Sim;5665;2018-04-16 00:00:00.0000000;;;2018-04-16 00:00:00.0000000;2018-06-20 00:00:00.0000000;;Sim;037.100.6170.001-99;;2018000365
27108;Sim;170;2018-05-23 00:00:00.0000000;;;2018-05-23 00:00:00.0000000;2018-05-23 00:00:00.0000000;;Sim;027.668.8930.001-02;;1999003918
28865;Sim;646;2018-11-09 00:00:00.0000000;;;2018-11-09 00:00:00.0000000;2018-11-09 00:00:00.0000000;;Sim;022.579.4280.001-73;;1994000211
28682;Sim;5065;2018-11-22 00:00:00.0000000;;;2018-11-22 00:00:00.0000000;2018-11-22 00:00:00.0000000;;Sim;024.776.7120.001-65;FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO ESTADO DA BAHIA - PREVBAHIA;2016000856
28732;Sim;252;2018-10-26 00:00:00.0000000;;;2018-10-26 00:00:00.0000000;2018-10-26 00:00:00.0000000;;Sim;002.619.2210.001-78;;1997003147
28868;Sim;5484;2018-12-11 00:00:00.0000000;;;2018-12-11 00:00:00.0000000;2018-12-11 00:00:00.0000000;;Sim;002.292.2660.001-80;;2017000965
29624;Sim;6165;2019-03-01 00:00:00.0000000;;;2019-03-01 00:00:00.0000000;2019-04-11 00:00:00.0000000;;Sim;026.963.6450.001-13;CAMARA LEGISLATIVA DO DISTRITO FEDERAL;2019000547
29204;Sim;5184;2019-01-15 00:00:00.0000000;;;2016-09-29 00:00:00.0000000;2017-02-24 00:00:00.0000000;;Sim;024.779.5650.001-87;FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO ESTADO DE SANTA CATARINA (SCPREV);2016001518
30371;Sim;104;2019-06-25 00:00:00.0000000;;;2019-06-25 00:00:00.0000000;2019-06-25 00:00:00.0000000;;Sim;024.365.6030.001-55;;1990001165
29766;Sim;858;2003-09-18 00:00:00.0000000;;;2003-09-18 00:00:00.0000000;2003-09-18 00:00:00.0000000;;Sim;005.595.4780.001-25;MERCEDES-BENZ PREVIDENCIA COMPLEMENTAR;2002001847
29359;Sim;1025;2018-12-20 00:00:00.0000000;;;2018-12-20 00:00:00.0000000;2018-12-20 00:00:00.0000000;;Sim;004.895.7280.001-80;CENTRAIS ELETRICAS DO PARA S.A. - CELPA;2005005029
29380;Sim;4124;2018-12-27 00:00:00.0000000;;;2018-12-27 00:00:00.0000000;2018-12-27 00:00:00.0000000;;Sim;050.221.0190.001-36;;2013001029
29382;Sim;4124;2018-12-27 00:00:00.0000000;;;2018-12-27 00:00:00.0000000;2018-12-27 00:00:00.0000000;;Sim;008.983.4380.001-49;;2013001029
29383;Sim;4124;2018-12-27 00:00:00.0000000;;;2018-12-27 00:00:00.0000000;2018-12-27 00:00:00.0000000;;Sim;007.050.1840.001-43;;2013001029
29524;Sim;602;2019-02-15 00:00:00.0000000;;;2019-02-15 00:00:00.0000000;2019-02-15 00:00:00.0000000;;Sim;031.595.2650.001-03;;1992001529
29525;Sim;602;2019-02-15 00:00:00.0000000;;;2019-02-15 00:00:00.0000000;2019-02-15 00:00:00.0000000;;Sim;030.798.7830.001-61;;1992001529
29544;Sim;6085;2019-01-31 00:00:00.0000000;;;2019-01-31 00:00:00.0000000;2019-06-01 00:00:00.0000000;;Sim;000.397.6950.001-97;FUNDACAO DE ASSISTENCIA E PREVIDENCIA SOCIAL DO BNDES - FAPES;2019000156
29528;Sim;1108;2019-02-18 00:00:00.0000000;;;2019-02-18 00:00:00.0000000;2019-02-18 00:00:00.0000000;;Sim;000.200.2830.001-15;;2007000611
29724;Sim;6046;2019-02-18 00:00:00.0000000;;;2019-02-18 00:00:00.0000000;2019-02-18 00:00:00.0000000;;Sim;077.636.5200.001-10;CAMARA MUNICIPAL DE CURITIBA;2018002465
29785;Sim;858;2003-09-18 00:00:00.0000000;;;2003-09-18 00:00:00.0000000;2003-09-18 00:00:00.0000000;;Sim;059.104.2730.001-29;MERCEDES-BENZ DO BRASIL LTDA.;2002001847
29825;Sim;146;2019-04-09 00:00:00.0000000;;;2019-04-09 00:00:00.0000000;2019-04-09 00:00:00.0000000;;Sim;048.323.2240.001-60;UNILEVERPREV - SOCIEDADE DE PREVIDENCIA PRIVADA.;2002002411
29851;Sim;6245;2019-04-29 00:00:00.0000000;;;2019-04-29 00:00:00.0000000;2019-10-01 00:00:00.0000000;;Sim;001.616.9290.001-02;SANEAMENTO DE GOIAS S/A;2019000938
30164;Sim;859;2019-06-05 00:00:00.0000000;;;2019-06-05 00:00:00.0000000;2019-06-05 00:00:00.0000000;;Sim;001.327.8750.001-65;;2002004129
30165;Sim;221;2018-10-29 00:00:00.0000000;;;2009-05-14 00:00:00.0000000;2009-05-14 00:00:00.0000000;;Sim;087.058.9210.001-93;FUNDACAO BRTPREV;2000002838
30353;Sim;3044;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;014.966.9060.001-70;;2010005929
30355;Sim;3044;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;021.636.9510.001-21;;2010005929
30356;Sim;3044;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;060.133.9720.001-86;;2010005929
30357;Sim;3044;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;049.751.6390.001-06;;2010005929
30361;Sim;996;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;017.206.1500.001-59;;2005003883
30365;Sim;1020;2019-06-18 00:00:00.0000000;;;2019-06-18 00:00:00.0000000;2019-06-18 00:00:00.0000000;;Sim;026.462.7060.001-69;;2005006711
30383;Sim;712;2019-07-05 00:00:00.0000000;;;2019-07-05 00:00:00.0000000;2019-07-05 00:00:00.0000000;;Sim;030.657.2500.001-60;;1999000919
30497;Sim;656;2019-07-31 00:00:00.0000000;;;2019-07-31 00:00:00.0000000;2019-07-31 00:00:00.0000000;;Sim;061.532.6440.001-15;ITAUSA-INVESTIMENTOS ITAU S/A.;2001001738
30498;Sim;100;2019-07-30 00:00:00.0000000;;;2019-07-30 00:00:00.0000000;2019-07-30 00:00:00.0000000;;Sim;014.966.9060.001-70;;1979001456
30668;Sim;6345;2019-08-09 00:00:00.0000000;;;2019-08-09 00:00:00.0000000;2019-12-09 00:00:00.0000000;;Sim;016.532.8300.001-08;;2019001519
30626;Sim;810;2019-07-26 00:00:00.0000000;;;1998-08-17 00:00:00.0000000;1998-08-17 00:00:00.0000000;;Sim;002.178.0920.008-04;;1989000738
30848;Sim;480;2019-08-13 00:00:00.0000000;;;2000-01-01 00:00:00.0000000;2000-01-01 00:00:00.0000000;;Sim;005.359.7090.001-00;;1999004019
30344;Sim;996;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;014.966.9060.001-70;;2005003883
30351;Sim;3044;2019-06-13 00:00:00.0000000;;;2019-06-13 00:00:00.0000000;2019-06-13 00:00:00.0000000;;Sim;015.355.2600.001-57;;2010005929
30869;Sim;6105;2019-08-26 00:00:00.0000000;;;2019-08-26 00:00:00.0000000;2019-08-26 00:00:00.0000000;;Sim;050.258.6230.001-37;ABRAPP - ASSOCIACAO BRASILEIRA DAS ENTIDADES FECHADAS DE PREVIDENCIA COMPLEMENTAR;2019000229
30978;Sim;181;2019-06-04 00:00:00.0000000;;;2019-06-04 00:00:00.0000000;2019-06-04 00:00:00.0000000;;Sim;020.332.8520.001-93;;1980000719
30983;Sim;6145;2019-02-21 00:00:00.0000000;;;2019-02-21 00:00:00.0000000;2019-05-01 00:00:00.0000000;;Sim;054.155.0070.001-01;PREVIBOSCH SOCIEDADE DE PREVIDENCIA PRIVADA;2019000474
31051;Sim;2063;2019-08-23 00:00:00.0000000;;;2019-08-23 00:00:00.0000000;2019-08-23 00:00:00.0000000;;Sim;004.033.9580.001-30;EXXONMOBIL EXPLORACAO BRASIL LTDA;2009003683
31104;Sim;2625;2019-08-06 00:00:00.0000000;;;2019-08-06 00:00:00.0000000;2019-08-06 00:00:00.0000000;;Sim;004.902.9790.001-44;BANCO DA AMAZONIA SA;2010003365
31144;Sim;1083;2019-09-20 00:00:00.0000000;;;2006-07-05 00:00:00.0000000;2006-07-05 00:00:00.0000000;;Sim;008.910.5410.001-69;OWENS-ILLINOIS DO BRASIL INDUSTRIA E COMERCIO LTDA;2006003811
31053;Sim;6365;2019-08-07 00:00:00.0000000;;;2019-08-07 00:00:00.0000000;2019-08-07 00:00:00.0000000;;Sim;026.051.8170.001-82;;2019001756
31054;Sim;161;2020-03-18 00:00:00.0000000;;;2020-03-18 00:00:00.0000000;2020-03-18 00:00:00.0000000;;Sim;017.957.7800.001-65;;1998000974
31055;Sim;158;2020-03-18 00:00:00.0000000;;;2020-03-18 00:00:00.0000000;2020-03-18 00:00:00.0000000;;Sim;017.957.7800.001-65;;1999002865
31109;Sim;159;2019-09-09 00:00:00.0000000;;;2019-09-09 00:00:00.0000000;2019-09-09 00:00:00.0000000;;Sim;002.341.4700.001-44;BOA VISTA ENERGIA S/A;1999003047
31127;Sim;6466;2019-10-23 00:00:00.0000000;;;2019-10-23 00:00:00.0000000;2019-11-13 00:00:00.0000000;;Sim;050.258.6230.001-37;ABRAPP - ASSOCIACAO BRASILEIRA DAS ENTIDADES FECHADAS DE PREVIDENCIA COMPLEMENTAR;2019002647
31185;Sim;31;2019-08-15 00:00:00.0000000;;;2000-02-16 00:00:00.0000000;2000-02-16 00:00:00.0000000;;Sim;004.270.7780.001-71;SANTANDER PARTICIPACOES S.A.;2000002692
31259;Sim;2764;2019-12-03 00:00:00.0000000;;;2019-12-03 00:00:00.0000000;2019-12-03 00:00:00.0000000;;Sim;087.135.9190.001-70;ABRH-RS ASSOCIACAO BRASILEIRA DE RECURSOS HUMANOS;2010004256
31260;Sim;541;2019-10-23 00:00:00.0000000;;;2019-10-23 00:00:00.0000000;2019-10-23 00:00:00.0000000;;Sim;032.680.8100.001-22;TENNECO INDUSTRIA DE AUTOPECAS LTDA;1994001747
31304;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;001.425.7870.001-04;REDECARD S/A;2019002019
31305;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;060.701.1900.001-04;ITAU UNIBANCO S.A.;2019002019
31306;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;061.557.0390.001-07;ITAU SEGUROS S/A;2019002019
31307;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;061.194.3530.001-64;ITAU CORRETORA DE VALORES S/A;2019002019
31308;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;043.644.2850.001-06;MARCEP CORRETAGEM DE SEGUROS S.A.;2019002019
31310;Sim;6425;2019-09-26 00:00:00.0000000;;;2019-09-26 00:00:00.0000000;2019-09-26 00:00:00.0000000;;Sim;033.885.7240.001-19;BCO BANERJ SA;2019002019
31324;Sim;3184;2019-10-23 00:00:00.0000000;;;2019-10-23 00:00:00.0000000;2019-10-23 00:00:00.0000000;;Sim;025.201.0240.001-30;;2011000629
31325;Sim;3184;2019-10-23 00:00:00.0000000;;;2019-10-23 00:00:00.0000000;2019-10-23 00:00:00.0000000;;Sim;004.958.5540.001-57;;2011000629
31345;Sim;5985;2019-09-30 00:00:00.0000000;;;2019-09-30 00:00:00.0000000;2019-09-30 00:00:00.0000000;;Sim;018.274.4310.001-01;ASSOCIACAO DOS EMPREGADOS DA COHAB/MG;2018002074
31404;Sim;6205;2019-11-08 00:00:00.0000000;;;2019-11-08 00:00:00.0000000;2019-11-08 00:00:00.0000000;;Sim;037.160.0090.001-70;ASSOCIACAO NACIONAL DOS PROCURADORES PREVIDENCIA SOCIAL;2019000792
31407;Sim;6185;2019-11-04 00:00:00.0000000;;;2019-11-04 00:00:00.0000000;2020-07-27 00:00:00.0000000;;Sim;041.263.8560.001-37;DEFENSORIA PUBLICA DO ESTADO DO PIAUI;2019000611
31408;Sim;1169;2019-10-04 00:00:00.0000000;;;2019-10-04 00:00:00.0000000;2019-10-04 00:00:00.0000000;;Sim;042.940.5280.001-90;UNIMED PARA DE MINAS COOPERATIVA DE TRAB MEDICO LTDA;2008002047
31409;Sim;1168;2019-10-04 00:00:00.0000000;;;2019-10-04 00:00:00.0000000;2019-10-04 00:00:00.0000000;;Sim;042.940.5280.001-90;UNIMED PARA DE MINAS COOPERATIVA DE TRAB MEDICO LTDA;2008001938
31412;Sim;736;2019-09-30 00:00:00.0000000;;;2019-09-30 00:00:00.0000000;2019-09-30 00:00:00.0000000;;Sim;054.641.0300.001-06;ASSOCIACAO BM&F;1995001147
31413;Sim;736;2019-09-30 00:00:00.0000000;;;2019-09-30 00:00:00.0000000;2019-09-30 00:00:00.0000000;;Sim;009.346.6010.001-25;BM&F BOVESPA SA BOLSA DE VALORES MERCADORIAS E FUTUROS;1995001147
31487;Sim;1367;2020-03-05 00:00:00.0000000;;;2020-03-05 00:00:00.0000000;2020-03-05 00:00:00.0000000;;Sim;034.701.8660.001-41;SHPP SOUTH AMERICA COMERCIO DE PLASTICOS LTDA;2008003256
31526;Sim;2764;2019-12-04 00:00:00.0000000;;;2019-12-04 00:00:00.0000000;2019-12-04 00:00:00.0000000;;Sim;023.301.4220.001-00;SINDICATO DE AUDITORES PUBLICOS EXTERNOS DO TRIBUNAL DE CONTAS DO ESTADO DO RIO GRANDE DO SUL - CEAP;2010004256
31527;Sim;2764;2019-12-31 00:00:00.0000000;;;2019-12-31 00:00:00.0000000;2019-12-31 00:00:00.0000000;;Sim;092.962.9190.001-84;SINDICATO HOTEIS RESTAURANTES BARES E SIMILARES PALEGRE;2010004256
31934;Sim;6285;2020-03-05 00:00:00.0000000;;;2020-03-05 00:00:00.0000000;2020-03-05 00:00:00.0000000;;Sim;018.742.8330.001-93;CASFAM-CX DE ASSIST E PREVID FABIO DE ARAUJO MOTTA;2019001111
31564;Sim;6145;2019-11-07 00:00:00.0000000;;;2019-11-07 00:00:00.0000000;2019-11-07 00:00:00.0000000;;Sim;046.086.7810.001-80;ASSOCIACAO DOS FUNCIONARIOS DA ROBERT BOSCH DO BRASIL;2019000474
31624;Sim;6045;2019-12-18 00:00:00.0000000;;;2019-12-18 00:00:00.0000000;2019-12-18 00:00:00.0000000;;Sim;001.467.7970.001-02;CONSELHO REGIONAL DE ECONOMIA 11 REGIAO-DF;2018002392
31646;Sim;6586;2019-12-18 00:00:00.0000000;;;2019-12-18 00:00:00.0000000;2020-11-05 00:00:00.0000000;;Sim;076.417.0050.001-86;MUNICIPIO DE CURITIBA;2019003465
31686;Sim;6645;2020-01-27 00:00:00.0000000;;;2020-01-27 00:00:00.0000000;2020-03-02 00:00:00.0000000;;Sim;033.652.5160.001-70;CESP COMERCIALIZADORA DE ENERGIA S.A.;2020000083
31687;Sim;6205;2020-02-13 00:00:00.0000000;;;2020-02-13 00:00:00.0000000;2020-02-13 00:00:00.0000000;;Sim;018.868.9550.001-20;FUNDACAO VIVA DE PREVIDENCIA;2019000792
31725;Sim;271;2020-01-16 00:00:00.0000000;;;2020-01-16 00:00:00.0000000;2020-01-16 00:00:00.0000000;;Sim;033.652.5160.001-70;CESP COMERCIALIZADORA DE ENERGIA S.A.;1979002738
31724;Sim;818;2020-01-16 00:00:00.0000000;;;2020-01-16 00:00:00.0000000;2020-01-16 00:00:00.0000000;;Sim;023.625.5740.001-50;NE SERVICOS DE INTERMEDIACAO DIGITAL LTDA;1988002265
31734;Sim;1071;2020-05-25 00:00:00.0000000;;;2020-05-25 00:00:00.0000000;2020-05-25 00:00:00.0000000;;Sim;021.995.2560.001-56;MAG PAGAMENTOS LTDA;2006004638
31741;Sim;5705;2019-12-16 00:00:00.0000000;;;2019-12-16 00:00:00.0000000;2019-12-16 00:00:00.0000000;;Sim;007.064.5340.001-20;SERVICO NACIONAL DE APRENDIZAGEM DO COOPERATIVISMO DE MINAS GERAIS - SESCOOP / MG;2018000519
31740;Sim;6585;2019-12-16 00:00:00.0000000;;;2019-12-16 00:00:00.0000000;2019-12-16 00:00:00.0000000;;Sim;007.794.3840.001-00;;2019003392
32464;Sim;729;2020-03-05 00:00:00.0000000;;;2020-03-05 00:00:00.0000000;2020-03-05 00:00:00.0000000;;Sim;030.411.6160.001-16;RTM INFRAESTRUTURA EM TECNOLOGIA DA INFORMACAO EIRELI;2001000774
32664;Sim;3664;2020-05-14 00:00:00.0000000;;;2020-05-14 00:00:00.0000000;2020-05-14 00:00:00.0000000;;Sim;003.470.6260.001-50;COOPERATIVA A1;2012000665
